context_before,equation,context_after,eq_type,paper_number,paper_type,equation_len,equation_en,complete,rouge_scores,rouge_2,context_quality
is the number of replicates and,"$ I_i ( u , z ) $",denotes the raw wavelet periodogram for the,0,2310.12788,arxiv2023,17, I subscript i open parenthesis u comma z close parenthesis ,1,"{'rouge1': Score(precision=0.4, recall=1.0, fmeasure=0.5714285714285715), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.4, recall=1.0, fmeasure=0.5714285714285715)}",0.0,Bad
with,$ 1\leq |\beta| < |\alpha| $,", such that",0,2306.14983,arxiv2023,28, 1 less than or equal to vertical bar beta vertical bar less than vertical bar alpha vertical bar ,1,"{'rouge1': Score(precision=0.16666666666666666, recall=0.75, fmeasure=0.27272727272727276), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.16666666666666666, recall=0.75, fmeasure=0.27272727272727276)}",0.0,Bad
2k+1,$ shares that lie in the same polynomial $,p,0,2309.14618,arxiv2023,42, shares that lie in the same polynomial ,1,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}",1.0,Good
,$ with the sinusoidal position embedding for $,t,0,2305.14703,arxiv2023,46, with the sinusoidal position embedding for ,1,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}",1.0,Good
,"$ \ { \tau_ { 2 } , \tau_ { 2 } \ } $",and,0,2305.16793,arxiv2023,37, open brace tau subscript open brace 2 close brace comma tau subscript open brace 2 close brace close brace ,1,"{'rouge1': Score(precision=0.21052631578947367, recall=1.0, fmeasure=0.34782608695652173), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.21052631578947367, recall=1.0, fmeasure=0.34782608695652173)}",0.0,Bad
telle que,$ |f| = p^m $,. On définit,0,2302.03959,arxiv2023,13, vertical bar f vertical bar equals p to the power of m ,1,"{'rouge1': Score(precision=0.25, recall=1.0, fmeasure=0.4), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.25, recall=1.0, fmeasure=0.4)}",0.0,Bad
a compactified direction in a circle and a three-dimensional space of coordinates,"$ ( t , y , z ) $",with,0,2301.05934,arxiv2023,17, open parenthesis t comma y comma z close parenthesis ,1,"{'rouge1': Score(precision=0.3333333333333333, recall=1.0, fmeasure=0.5), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3333333333333333, recall=1.0, fmeasure=0.5)}",0.0,Bad
and the root is,$ \lambda= ( cn ! ) ^ { 1/n } $,", which is clearly unique and positive . We treat only",0,2310.00827,arxiv2023,31, lambda equals open parenthesis cn factorial close parenthesis to the power of open brace 1 divided by n close brace ,1,"{'rouge1': Score(precision=0.2, recall=1.0, fmeasure=0.33333333333333337), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2, recall=1.0, fmeasure=0.33333333333333337)}",0.0,Bad
,"$ \ , \lambda 5007 $","are shown . Both disc and outflow components , are indicated at the right side of the figure . The white contours correspond to flux levels for each line ,",0,2310.15842,arxiv2023,20, comma lambda 5007 ,1,"{'rouge1': Score(precision=0.6666666666666666, recall=1.0, fmeasure=0.8), 'rouge2': Score(precision=0.5, recall=1.0, fmeasure=0.6666666666666666), 'rougeL': Score(precision=0.6666666666666666, recall=1.0, fmeasure=0.8)}",0.6666666666666666,Good
is denoted by,$ \xi_c^t $,. The entry,0,2301.00232,arxiv2023,11, xi subscript c to the power of t ,1,"{'rouge1': Score(precision=0.375, recall=1.0, fmeasure=0.5454545454545454), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.375, recall=1.0, fmeasure=0.5454545454545454)}",0.0,Bad
is such that,$ \bm { w } = \bm { H } _w ( \bm { \theta } ) \bm { d } $,as per,0,2304.14835,arxiv2023,57, bold math open brace w close brace equals bold math open brace H close brace subscript w open parenthesis bold math open brace theta close brace close parenthesis bold math open brace d close brace ,1,"{'rouge1': Score(precision=0.14285714285714285, recall=0.5555555555555556, fmeasure=0.22727272727272727), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.14285714285714285, recall=0.5555555555555556, fmeasure=0.22727272727272727)}",0.0,Bad
implies,$ \iota_1^\alpha ( i ) > \iota_2^\alpha ( j ) $,". Now , an element",0,2310.18798,arxiv2023,47, iota subscript 1 to the power of alpha open parenthesis i close parenthesis greater than iota subscript 2 to the power of alpha open parenthesis j close parenthesis ,1,"{'rouge1': Score(precision=0.2857142857142857, recall=1.0, fmeasure=0.4444444444444445), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2857142857142857, recall=1.0, fmeasure=0.4444444444444445)}",0.0,Bad
g,"$ , which happens if and only if $",D,0,2304.05937,arxiv2023,34, comma which happens if and only if ,1,"{'rouge1': Score(precision=0.8571428571428571, recall=1.0, fmeasure=0.923076923076923), 'rouge2': Score(precision=0.8333333333333334, recall=1.0, fmeasure=0.9090909090909091), 'rougeL': Score(precision=0.8571428571428571, recall=1.0, fmeasure=0.923076923076923)}",0.9090909090909091,Good
n,$ easier since $,g_,0,2309.06086,arxiv2023,16, easier since ,1,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}",1.0,Good
,"$ \Delta_ { 1 , \delta , \tau } $",is a compact set satisfying,0,2312.04481,arxiv2023,33, Delta subscript open brace 1 comma delta comma tau close brace ,1,"{'rouge1': Score(precision=0.36363636363636365, recall=1.0, fmeasure=0.5333333333333333), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.36363636363636365, recall=1.0, fmeasure=0.5333333333333333)}",0.0,Bad
denotes the component of the 1-form,"$ p ( \eta , \cdot ) $",tangential to,0,2304.05208,arxiv2023,22, p open parenthesis eta comma times close parenthesis ,1,"{'rouge1': Score(precision=0.25, recall=0.6666666666666666, fmeasure=0.36363636363636365), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.25, recall=0.6666666666666666, fmeasure=0.36363636363636365)}",0.0,Bad
where,$ w=1/z $,should be finite as,0,2305.10494,arxiv2023,9, w equals 1 divided by z ,1,"{'rouge1': Score(precision=0.5, recall=1.0, fmeasure=0.6666666666666666), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=1.0, fmeasure=0.6666666666666666)}",0.0,Bad
and,"$ \mathcal { N } _ { k , J } $",is a normalization that we are free to fix at convenience . We notice that for,0,2311.04607,arxiv2023,30, calligraphic font open brace N close brace subscript open brace k comma J close brace ,1,"{'rouge1': Score(precision=0.2, recall=0.75, fmeasure=0.31578947368421056), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2, recall=0.75, fmeasure=0.31578947368421056)}",0.0,Bad
and,$ s \in N_ { S } $,. We have,0,2304.02165,arxiv2023,18, s in N subscript open brace S close brace ,1,"{'rouge1': Score(precision=0.4444444444444444, recall=1.0, fmeasure=0.6153846153846153), 'rouge2': Score(precision=0.25, recall=0.6666666666666666, fmeasure=0.36363636363636365), 'rougeL': Score(precision=0.4444444444444444, recall=1.0, fmeasure=0.6153846153846153)}",0.36363636363636365,Good
where,$ d_ { ML } =c_ { Al_2O_3 } /L $,.,0,2305.16973,arxiv2023,32, d subscript open brace ML close brace equals c subscript open brace Al subscript 2O subscript 3 close brace divided by L ,1,"{'rouge1': Score(precision=0.3181818181818182, recall=1.0, fmeasure=0.4827586206896552), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3181818181818182, recall=1.0, fmeasure=0.4827586206896552)}",0.0,Bad
if the convex hull of,$ \Delta \cup \ { v\ } $,", denoted by",0,2309.01654,arxiv2023,24, Delta union open brace v close brace ,1,"{'rouge1': Score(precision=0.2857142857142857, recall=0.6666666666666666, fmeasure=0.4), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2857142857142857, recall=0.6666666666666666, fmeasure=0.4)}",0.0,Bad
We will also need to express the number,$ m_1 ( I ) $,of parts,0,2305.07858,arxiv2023,13, m subscript 1 open parenthesis I close parenthesis ,1,"{'rouge1': Score(precision=0.375, recall=1.0, fmeasure=0.5454545454545454), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.375, recall=1.0, fmeasure=0.5454545454545454)}",0.0,Bad
and set,$ D_b=\pi_b ( D ) $,. Set,0,2310.15618,arxiv2023,19, D subscript b equals pi subscript b open parenthesis D close parenthesis ,1,"{'rouge1': Score(precision=0.4166666666666667, recall=1.0, fmeasure=0.5882352941176471), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.4166666666666667, recall=1.0, fmeasure=0.5882352941176471)}",0.0,Bad
improved its IF by only,$ 1.02 $,". In other words , while a single well-chosen paper published during the pandemic could have potentially resulted in a significant increase in IF , publishing a large number of",0,2301.01926,arxiv2023,8, 1 point 02 ,1,"{'rouge1': Score(precision=0.6666666666666666, recall=1.0, fmeasure=0.8), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.6666666666666666, recall=1.0, fmeasure=0.8)}",0.0,Bad
in,"$ R_ { g , n } / ( \beta-2 , \gamma ) $",", therefore the space has dimension at least",0,2307.08845,arxiv2023,39, R subscript open brace g comma n close brace divided by open parenthesis beta minus 2 comma gamma close parenthesis ,1,"{'rouge1': Score(precision=0.3, recall=1.0, fmeasure=0.4615384615384615), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3, recall=1.0, fmeasure=0.4615384615384615)}",0.0,Bad
and,$ \bar { r } _ { t ' } ( 1 ) $,with a union bound as follows :,0,2309.00591,arxiv2023,30, overline open brace r close brace subscript open brace t ' close brace open parenthesis 1 close parenthesis ,1,"{'rouge1': Score(precision=0.17647058823529413, recall=0.75, fmeasure=0.2857142857142857), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.17647058823529413, recall=0.75, fmeasure=0.2857142857142857)}",0.0,Bad
either,$ a ( f_i ) =a ( f_ { i+1 } ) $,or,0,2308.04229,arxiv2023,31, a open parenthesis f subscript i close parenthesis equals a open parenthesis f subscript open brace i plus 1 close brace close parenthesis ,1,"{'rouge1': Score(precision=0.30434782608695654, recall=1.0, fmeasure=0.4666666666666667), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.30434782608695654, recall=1.0, fmeasure=0.4666666666666667)}",0.0,Bad
,$ covers the bottom edge of $,C '',0,2303.09524,arxiv2023,29, covers the bottom edge of ,1,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}",1.0,Good
defined by,$ z = x - \mathcal { C } t $,", and assume",0,2312.12277,arxiv2023,28, z equals x minus calligraphic font open brace C close brace t ,1,"{'rouge1': Score(precision=0.3333333333333333, recall=0.8, fmeasure=0.47058823529411764), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3333333333333333, recall=0.8, fmeasure=0.47058823529411764)}",0.0,Bad
u,$ with~ $,u,0,2301.00262,arxiv2023,9, with tilde ,1,"{'rouge1': Score(precision=0.5, recall=1.0, fmeasure=0.6666666666666666), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=1.0, fmeasure=0.6666666666666666)}",0.0,Bad
which indicates,$ |C_i\cap S|=x_i $,. We also introduce two additional variables,0,2312.1196,arxiv2023,19, vertical bar C subscript i intersection S vertical bar equals x subscript i ,1,"{'rouge1': Score(precision=0.38461538461538464, recall=0.8333333333333334, fmeasure=0.5263157894736842), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.38461538461538464, recall=0.8333333333333334, fmeasure=0.5263157894736842)}",0.0,Bad
if there is a linking of size,$ d_o+1 $,in,0,2307.08923,arxiv2023,9, d subscript o plus 1 ,1,"{'rouge1': Score(precision=0.6, recall=1.0, fmeasure=0.7499999999999999), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.6, recall=1.0, fmeasure=0.7499999999999999)}",0.0,Bad
since,$ \alpha + 1 - d < 1 $,by assumption on,0,2308.01694,arxiv2023,22, alpha plus 1 minus d less than 1 ,1,"{'rouge1': Score(precision=0.5, recall=1.0, fmeasure=0.6666666666666666), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=1.0, fmeasure=0.6666666666666666)}",0.0,Bad
the change in layer polarization,$ ( L_z ) $,between the two outer most sublattices,0,2308.01996,arxiv2023,11, open parenthesis L subscript z close parenthesis ,1,"{'rouge1': Score(precision=0.2857142857142857, recall=1.0, fmeasure=0.4444444444444445), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2857142857142857, recall=1.0, fmeasure=0.4444444444444445)}",0.0,Bad
frames for train and,$ 24K $,frames for validation .,0,2308.16477,arxiv2023,7, 24K ,1,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}",0.0,Bad
Then for small time,$ 0 < t < \ ! \ ! < 1 $,", one has",0,2311.13756,arxiv2023,23, 0 less than t less than factorial factorial less than 1 ,1,"{'rouge1': Score(precision=0.2727272727272727, recall=1.0, fmeasure=0.42857142857142855), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2727272727272727, recall=1.0, fmeasure=0.42857142857142855)}",0.0,Bad
we note that `` rung term ``,$ \ { 1 - Z_ { j ; t } Z_ { j ; b } \ } $,in,0,2309.15167,arxiv2023,41, open brace 1 minus Z subscript open brace j semicolon t close brace Z subscript open brace j semicolon b close brace close brace ,1,"{'rouge1': Score(precision=0.2916666666666667, recall=1.0, fmeasure=0.45161290322580644), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2916666666666667, recall=1.0, fmeasure=0.45161290322580644)}",0.0,Bad
and,$ \beta_t = a^ { \sigma^s ( t ) } _ { 11 } $,. Let,0,2309.16464,arxiv2023,44, beta subscript t equals a to the power of open brace sigma to the power of s open parenthesis t close parenthesis close brace subscript open brace 11 close brace ,1,"{'rouge1': Score(precision=0.23333333333333334, recall=1.0, fmeasure=0.37837837837837834), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.23333333333333334, recall=1.0, fmeasure=0.37837837837837834)}",0.0,Bad
,$ \beta \in j $,and,0,2302.05143,arxiv2023,15, beta in j ,1,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}",1.0,Good
if trip,$ j\in I_l $,is served after,0,2302.11489,arxiv2023,12, j in I subscript l ,1,"{'rouge1': Score(precision=0.8, recall=1.0, fmeasure=0.888888888888889), 'rouge2': Score(precision=0.5, recall=0.6666666666666666, fmeasure=0.5714285714285715), 'rougeL': Score(precision=0.8, recall=1.0, fmeasure=0.888888888888889)}",0.5714285714285715,Good
then,"$ a_0 , a_1 \in I $",. % We say,0,2301.06664,arxiv2023,19, a subscript 0 comma a subscript 1 in I ,1,"{'rouge1': Score(precision=0.6666666666666666, recall=1.0, fmeasure=0.8), 'rouge2': Score(precision=0.25, recall=0.4, fmeasure=0.3076923076923077), 'rougeL': Score(precision=0.6666666666666666, recall=1.0, fmeasure=0.8)}",0.3076923076923077,Good
while we take,$ a^ { ( j ) } _ { 2 } =a^ { ( j ) } _1 $,for all,0,2307.08135,arxiv2023,41, a to the power of open brace open parenthesis j close parenthesis close brace subscript open brace 2 close brace equals a to the power of open brace open parenthesis j close parenthesis close brace subscript 1 ,1,"{'rouge1': Score(precision=0.16216216216216217, recall=1.0, fmeasure=0.27906976744186046), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.16216216216216217, recall=1.0, fmeasure=0.27906976744186046)}",0.0,Bad
,$ C_ { 3 } = p_ { 2 } - \frac { K_ { \tau } } { 2 } $,and the facts that parameters have been chosen to ensure that,0,2305.19644,arxiv2023,53, C subscript open brace 3 close brace equals p subscript open brace 2 close brace minus frac open brace K subscript open brace tau close brace close brace open brace 2 close brace ,1,"{'rouge1': Score(precision=0.24242424242424243, recall=1.0, fmeasure=0.3902439024390244), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.24242424242424243, recall=1.0, fmeasure=0.3902439024390244)}",0.0,Bad
for a total of,$ n_l * ( wb/8 ) $,"bytes . Since the number of nodes is small , Dumpy introduces very little additional storage in practice .",0,2304.08264,arxiv2023,18, n subscript l times open parenthesis wb divided by 8 close parenthesis ,1,"{'rouge1': Score(precision=0.3333333333333333, recall=1.0, fmeasure=0.5), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3333333333333333, recall=1.0, fmeasure=0.5)}",0.0,Bad
what is reflected by conditioning on,$ Y_ { 0 : t } $,and,0,2305.11001,arxiv2023,16, Y subscript open brace 0 colon t close brace ,1,"{'rouge1': Score(precision=0.3333333333333333, recall=1.0, fmeasure=0.5), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3333333333333333, recall=1.0, fmeasure=0.5)}",0.0,Bad
